what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425410680639
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425410687078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410688395
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1425410689027
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410689053
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410695948
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1425410697988
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.rename",1425410698364
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410698380
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410701649
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1425410704532
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.newWizard",1425410718837
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410718859
opened,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425410719215
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425410719282
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410730525
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410734240
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425410734311
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410739362
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410752540
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425410752662
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425410752764
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410757180
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425410766603
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1425410767902
