what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425412070892
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425412070982
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425412071085
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425412071105
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425412074368
opened,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412090302
activated,perspective,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.PDEPerspective",1425412090302
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.newWindow",1425412090310
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412090330
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412090344
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425412090344
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412094254
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412094275
activated,editor,org.eclipse.pde.ds.ui,1.0.0.v20100209-maintenance,"org.eclipse.pde.ds.ui.editor",1425412095217
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425412095218
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425412095313
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425412095368
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412095396
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412095409
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412097645
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425412097668
opened,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1425412097874
